Gene ID	BioCyc ID	Gene Symbol	
6343	-	SCT	
57661	-	PHRF1	
8518	-	IKBKAP	
4925	-	NUCB2	
5217	-	PFN2	
5774	-	PTPN3	
6710	-	SPTB	
27071	-	DAPP1	
2255	-	FGF10	
23446	-	SLC44A1	
54916	-	TMEM260	
23293	-	SMG6	
10640	-	EXOC5	
8218	-	CLTCL1	
27006	-	FGF22	
10272	-	FSTL3	
9993	-	DGCR2	
55658	-	RNF126	
4335	-	MNT	
79364	-	ZXDC	
23210	-	JMJD6	
5423	-	POLB	
55808	-	ST6GALNAC1	
55062	-	WIPI1	
22844	-	FRMPD1	
57704	-	GBA2	
3340	MetaCyc:HS01001-MONOMER	NDST1	
440	-	ASNS	
10947	-	AP3M2	
1258	-	CNGB1	
10610	-	ST6GALNAC2	
1103	-	CHAT	
26986	-	PABPC1	
10420	-	TESK2	
29105	-	CFAP20	
1459	-	CSNK2A2	
11099	-	PTPN21	
8891	-	EIF2B3	
815	-	CAMK2A	
6949	-	TCOF1	
998	-	CDC42	
26031	-	OSBPL3	
2046	-	EPHA8	
6559	-	SLC12A3	
56852	-	RAD18	
490	-	ATP2B1	
29850	-	TRPM5	
8440	-	NCK2	
9448	-	MAP4K4	
11320	MetaCyc:HS01024-MONOMER	MGAT4A	
6160	-	RPL31	
9948	-	WDR1	
23161	-	SNX13	
54860	-	MS4A12	
79658	-	ARHGAP10	
6196	-	RPS6KA2	
54556	-	ING3	
22846	-	VASH1	
29995	-	LMCD1	
114049	-	WBSCR22	
6400	-	SEL1L	
9319	-	TRIP13	
537	MetaCyc:HS01034-MONOMER	ATP6AP1	
6929	-	TCF3	
28951	-	TRIB2	
26528	-	DAZAP1	
53615	-	MBD3	
51052	-	PRLH	
6596	-	HLTF	
9130	-	FAM50A	
60343	-	FAM3A	
29894	-	CPSF1	
140469	-	MYO3B	
79901	MetaCyc:HS01046-MONOMER	CYBRD1	
28513	-	CDH19	
5134	-	PDCD2	
55117	-	SLC6A15	
51109	MetaCyc:HS01050-MONOMER	RDH11	
5566	-	PRKACA	
22859	-	ADGRL1	
6694	-	SPP2	
87	-	ACTN1	
23503	-	ZFYVE26	
27330	-	RPS6KA6	
22905	-	EPN2	
26469	-	PTPN18	
55679	-	LIMS2	
55515	-	ASIC4	
10290; 100996693	-	-	
84708	-	LNX1	
224	MetaCyc:HS01061-MONOMER	ALDH3A2	
7037	-	TFRC	
6720	-	SREBF1	
7224	-	TRPC5	
27125	-	AFF4	
7321	-	UBE2D1	
64398	-	MPP5	
9886	-	RHOBTB1	
8243	-	SMC1A	
3028	MetaCyc:HS01071-MONOMER	HSD17B10	
2011	-	MARK2	
3161	-	HMMR	
55743	-	CHFR	
29953	-	TRHDE	
8974; 101927705	-	-	
2213	-	FCGR2B	
4775	-	NFATC3	
51095	-	TRNT1	
37	MetaCyc:ENSG00000072778-MONOMER	ACADVL	
6793	-	STK10	
23291	-	FBXW11	
9744	-	ACAP1	
1400	-	CRMP1	
2121	-	EVC	
51009	-	DERL2	
54847	-	SIDT1	
54820	-	NDE1	
10335	-	MRVI1	
79041	-	TMEM38A	
8907	-	AP1M1	
5817	-	PVR	
7515	-	XRCC1	
949	-	SCARB1	
54905	-	CYP2W1	
4171	-	MCM2	
54456	-	MOV10L1	
56666	-	PANX2	
83642	-	SELO	
8626	-	TP63	
80216	-	ALPK1	
3993	-	LLGL2	
5151	-	PDE8A	
1183	-	CLCN4	
54475	-	NLE1	
6389	MetaCyc:ENSG00000073578-MONOMER	SDHA	
6605	-	SMARCE1	
54752	-	FNDC8	
55876	-	GSDMB	
5927	-	KDM5A	
4185	-	ADAM11	
5523	-	PPP2R3A	
10979	-	FERMT2	
8647	-	ABCB11	
10170	MetaCyc:HS01113-MONOMER	DHRS9	
922	-	CD5L	
5743	MetaCyc:HS01115-MONOMER	PTGS2	
10644	-	IGF2BP2	
9175	-	MAP3K13	
6480	MetaCyc:HS01118-MONOMER	ST6GAL1	
30009	-	TBX21	
10129	-	FRY	
8301	-	PICALM	
4905	-	NSF	
2736	-	GLI2	
23332	-	CLASP1	
65993	-	MRPS34	
4854	-	NOTCH3	
1207	-	CLNS1A	
5522	-	PPP2R2C	
8463	-	TEAD2	
8726	-	EED	
54825	-	CDHR2	
6620	-	SNCB	
7251	-	TSG101	
55421	-	C17orf85	
489	-	ATP2A3	
771	-	CA12	
11343	-	MGLL	
59277	-	NTN4	
617	-	BCS1L	
9891	-	NUAK1	
54878	-	DPP8	
9187	-	SLC24A1	
55205	-	ZNF532	
8578	-	SCARF1	
3998	-	LMAN1	
51495	-	HACD3	
26034	-	IPCEF1	
23140	-	ZZEF1	
50508	-	NOX3	
2023	MetaCyc:ENSG00000074800-MONOMER	ENO1	
6557	-	SLC12A1	
56005	-	MYDGF	
57719	-	ANO8	
51175	-	TUBE1	
55160	-	ARHGEF10L	
7294	-	TXK	
9671	-	WSCD2	
3785	-	KCNQ2	
6865	-	TACR2	
64431	-	ACTR6	
54962	-	TIPIN	
6717	-	SRI	
8672	-	EIF4G3	
79023	-	NUP37	
10371	-	SEMA3A	
51512	-	GTSE1	
10512	-	SEMA3C	
55020	-	TTC38	
38	MetaCyc:HS01167-MONOMER	ACAT1	
23151	-	GRAMD4	
9620	-	CELSR1	
7479	-	WNT8B	
27332	-	ZNF638	
55972	-	SLC25A40	
29090	-	TIMM21	
119	-	ADD2	
2249	-	FGF4	
9462	-	RASAL2	
9605	-	VPS9D1	
7587	-	ZNF37A	
4140	-	MARK3	
5250	-	SLC25A3	
2355	-	FOSL2	
27091	-	CACNG5	
27092	-	CACNG4	
285527	-	FRYL	
23505	-	TMEM131	
6624	-	FSCN1	
60	-	ACTB	
55034	-	MOCOS	
5337	-	PLD1	
479	-	ATP12A	
284403	-	WDR62	
1739	-	DLG1	
7879	-	RAB7A	
55973	-	BCAP29	
25956	-	SEC31B	
9733	-	SART3	
55843	-	ARHGAP15	
113457	-	TUBA3D	
5076	-	PAX2	
23016	-	EXOSC7	
22920	-	KIFAP3	
23609	-	MKRN2	
4175	-	MCM6	
25996	-	REXO2	
10179	-	RBM7	
5939	-	RBMS2	
11176	-	BAZ2A	
25930	-	PTPN23	
4292	-	MLH1	
7374	-	UNG	
2329	-	FMO4	
27252	-	KLHL20	
8786	-	RGS11	
113235	-	SLC46A1	
5362	-	PLXNA2	
10615	-	SPAG5	
88455	-	ANKRD13A	
7163	-	TPD52	
32	MetaCyc:HS01211-MONOMER	ACACB	
9618	-	TRAF4	
55824	-	PAG1	
55094	-	GPATCH1	
3385	-	ICAM3	
22978	MetaCyc:HS01216-MONOMER	NT5C2	
4162	-	MCAM	
2239	-	GPC4	
55796	-	MBNL3	
57662	-	CAMSAP3	
5909	-	RAP1GAP	
56949	-	XAB2	
9138; 100505585	-	-	
6813	-	STXBP2	
5609	-	MAP2K7	
27231	-	NMRK2	
8527	-	DGKD	
83992	-	CTTNBP2	
51412	-	ACTL6B	
5915	-	RARB	
7155	-	TOP2B	
56889	-	TM9SF3	
4791	-	NFKB2	
29089	-	UBE2T	
4660	-	PPP1R12B	
54431	-	DNAJC10	
2975	-	GTF3C1	
3566	-	IL4R	
23032	-	USP33	
5063	-	PAK3	
827	-	CAPN6	
1641	-	DCX	
6626	-	SNRPA	
9576	-	SPAG6	
56915	-	EXOSC5	
1781	-	DYNC1I2	
54518	-	APBB1IP	
4034	-	LRCH4	
143684	-	FAM76B	
51548	-	SIRT6	
7299	MetaCyc:HS01248-MONOMER	TYR	
10714	-	POLD3	
88	-	ACTN2	
832	-	CAPZB	
7107	-	GPR137B	
10003	-	NAALAD2	
79960	-	JADE1	
203427	-	SLC25A43	
7319	-	UBE2A	
2260	-	FGFR1	
8468	-	FKBP6	
27127	-	SMC1B	
2192	-	FBLN1	
8516	-	ITGA8	
8530	-	CST7	
4133	-	MAP2	
9063	-	PIAS2	
273	-	AMPH	
369	-	ARAF	
56922	MetaCyc:ENSG00000078070-MONOMER	MCCC1	
27074	-	LAMP3	
2191	-	FAP	
10529	-	NEBL	
55331	-	ACER3	
3093	-	UBE2K	
5289	MetaCyc:HS01275-MONOMER	PIK3C3	
55728	-	N4BP2	
57103	-	C12orf5	
7289	-	TULP3	
8871	MetaCyc:HS01279-MONOMER	SYNJ2	
108	-	ADCY2	
5527	-	PPP2R5C	
54715	-	RBFOX1	
2782	-	GNB1	
3205	-	HOXA9	
1906	-	EDN1	
8028	-	MLLT10	
55063	-	ZCWPW1	
117	-	ADCYAP1R1	
26281	-	FGF20	
27334	-	P2RY10	
9452	-	ITM2A	
4898	-	NRD1	
7419	-	VDAC3	
5108	-	PCM1	
57690	-	TNRC6C	
9139	-	CBFA2T2	
1620	-	BRINP1	
83737	-	ITCH	
27039	-	PKD2L2	
58476	-	TP53INP2	
51150	-	SDF4	
57644	-	MYH7B	
80341	-	BPIFB2	
7161	-	TP73	
54472	-	TOLLIP	
51619	-	UBE2D4	
27098	-	CLUL1	
862	-	RUNX1T1	
1015	-	CDH17	
9984	-	THOC1	
51661	-	FKBP7	
114880	-	OSBPL6	
6507	-	SLC1A3	
7520	-	XRCC5	
56925	-	LXN	
11262	-	SP140	
8569	-	MKNK1	
7145	-	TNS1	
57455	-	REXO1	
56681	-	SAR1A	
8556	-	CDC14A	
10411	-	RAPGEF3	
634	-	CEACAM1	
29843	-	SENP1	
51207	-	DUSP13	
23152	-	CIC	
3991	MetaCyc:HS01328-MONOMER	LIPE	
2222	MetaCyc:HS01329-MONOMER	FDFT1	
5050	-	PAFAH1B3	
4983	-	OPHN1	
173	-	AFM	
3835	-	KIF22	
10590	-	SCGN	
55604	-	LRRC16A	
5236	MetaCyc:HS01335-MONOMER	PGM1	
1653	-	DDX1	
1785	-	DNM2	
2037	-	EPB41L2	
22999	-	RIMS1	
26002	-	MOXD1	
8417	-	STX7	
11159; 11158	-	-	
9817	-	KEAP1	
55510	-	DDX43	
5794	-	PTPRH	
1638	-	DCT	
51006	-	SLC35C2	
131544	-	CRYBG3	
285220	-	EPHA6	
6344	-	SCTR	
5991	-	RFX3	
101929336; 55183	-	-	
23011	-	RAB21	
8671	-	SLC4A4	
6595	-	SMARCA2	
50700	MetaCyc:HS01358-MONOMER	RDH8	
27244	-	SESN1	
11043	-	MID2	
139212	-	PIH1D3	
50509	-	COL5A3	
100862671; 10847	-	-	
9933	-	KIAA0020	
1361	-	CPB2	
1136	-	CHRNA3	
3781	-	KCNN2	
4850	-	CNOT4	
5663	-	PSEN1	
1371	MetaCyc:HS01369-MONOMER	CPOX	
56650	-	CLDND1	
5891	-	MOK	
3320	-	HSP90AA1	
5933	-	RBL1	
22839	-	DLGAP4	
22997	-	IGSF9B	
3080	-	CFHR2	
114819	-	CROCCP3	
10403	-	NDC80	
23431	-	AP4E1	
54665	-	RSBN1	
260425	-	MAGI3	
2920	-	CXCL2	
174	-	AFP	
1286	-	COL4A4	
6932	-	TCF7	
28962	-	OSTM1	
1005	-	CDH7	
50939	-	IMPG2	
57092	-	PCNP	
55218	-	EXD2	
384	MetaCyc:HS01388-MONOMER	ARG2	
4208	-	MEF2C	
5788	-	PTPRC	
779	-	CACNA1S	
5317	-	PKP1	
79876	-	UBA5	
9262	-	STK17B	
8555	-	CDC14B	
22869	-	ZNF510	
4036	-	LRP2	
440515	-	ZNF506	
65094	-	JMJD4	
11266	-	DUSP12	
65985	-	AACS	
9812	-	KIAA0141	
6561	-	SLC13A1	
93664	-	CADPS2	
56131	-	PCDHB4	
56142	-	PCDHA6	
56113	-	PCDHGA2	
51668	-	HSPB11	
23239	-	PHLPP1	
5205	-	ATP8B1	
3595	-	IL12RB2	
6604	-	SMARCD3	
55100	-	WDR70	
2533	-	FYB	
58538	-	MPP4	
55437	-	STRADB	
9689	-	BZW1	
5241	-	PGR	
114899	-	C1QTNF3	
4200	-	ME2	
55322	-	C5orf22	
905	-	CCNT2	
57579	-	FAM135A	
1310	-	COL19A1	
23136	-	EPB41L3	
22837	-	COBLL1	
1741	-	DLG3	
3776	-	KCNK2	
56256	-	SERTAD4	
7188	-	TRAF5	
29093	-	MRPL22	
25929	-	GEMIN5	
4986	-	OPRK1	
4779	-	NFE2L1	
54437	-	SEMA5B	
2932	-	GSK3B	
3693	-	ITGB5	
23085	-	ERC1	
7514	-	XPO1	
10141	-	LINC01587	
11342	-	RNF13	
80036	-	TRPM3	
79728	-	PALB2	
23033	-	DOPEY1	
57226	-	LYRM2	
594	MetaCyc:MONOMER-12006	BCKDHB	
7994	-	KAT6A	
79670	-	ZCCHC6	
9706	-	ULK2	
79977	-	GRHL2	
3842	-	TNPO1	
5351	-	PLOD1	
5026	-	P2RX5	
3682	-	ITGAE	
22894	-	DIS3	
10464	-	PIBF1	
81550	-	TDRD3	
26747	-	NUFIP1	
23047	-	PDS5B	
5019	MetaCyc:HS01447-MONOMER	OXCT1	
10325	-	RRAGB	
1833	-	EPYC	
1540	-	CYLD	
10998	-	SLC27A5	
25799	-	ZNF324	
79891	-	ZNF671	
55659	-	ZNF416	
54807	-	ZNF586	
55663	-	ZNF446	
9422	-	ZNF264	
6193	-	RPS5	
2195	-	FAT1	
91746	-	YTHDC1	
25978	-	CHMP2B	
64744	-	SMAP2	
10450	-	PPIE	
10269	-	ZMPSTE24	
56910	-	STARD7	
84273	-	NOA1	
5978	-	REST	
3034	MetaCyc:HS01466-MONOMER	HAL	
54434	-	SSH1	
2950	-	GSTP1	
334	-	APLP2	
57613	-	KIAA1467	
6579	-	SLCO1A2	
51729	-	WBP11	
8668	-	EIF3I	
79570	-	NKAIN1	
1307	-	COL16A1	
200081	-	TXLNA	
338	-	APOB	
8648	-	NCOA1	
60509	-	AGBL5	
22979	-	EFR3B	
3797	-	KIF3C	
10890	-	RAB10	
2646	-	GCKR	
3030	MetaCyc:HS01481-MONOMER	HADHA	
22924	-	MAPRE3	
790	MetaCyc:ENSG00000084774-MONOMER	CAD	
3732	-	CD82	
63035	-	BCORL1	
546	-	ATRX	
102157402; 6880	-	-	
2219	-	FCN1	
55892	-	MYNN	
2122	-	MECOM	
9522	-	SCAMP1	
5550	-	PREP	
57531	-	HACE1	
81929	-	SEH1L	
22911	-	WDR47	
57590	-	WDFY1	
5016	-	OVGP1	
29957	-	SLC25A24	
4216	-	MAP3K4	
29992	-	PILRA	
57549	-	IGSF9	
5243	-	ABCB1	
7760	-	ZNF213	
231	MetaCyc:HS01502-MONOMER	AKR1B1	
8895	-	CPNE3	
54700	-	RRN3	
2017	-	CTTN	
7481	-	WNT11	
4528	-	MTIF2	
23259	-	DDHD2	
22996	-	TTC39A	
2060	-	EPS15	
4998	-	ORC1	
4258	-	MGST2	
10523	-	CHERP	
55054	-	ATG16L1	
55230	-	USP40	
55624	-	POMGNT1	
8438	-	RAD54L	
23139	-	MAST2	
3301	-	DNAJA1	
2683	MetaCyc:HS01519-MONOMER	B4GALT1	
51510	-	CHMP5	
4799	-	NFX1	
363	-	AQP6	
27292	-	DIMT1	
51194	-	IPO11	
219595; 2346	-	-	
27102	-	EIF2AK1	
51314	-	NME8	
54749	-	EPDR1	
29887	-	SNX10	
22929	-	SEPHS1	
10573	-	MRPL28	
3049	-	HBQ1	
80271	MetaCyc:HS01533-MONOMER	ITPKC	
4680	-	CEACAM6	
2196	-	FAT2	
55696	-	RBM22	
10959	-	TMED2	
56605	-	ERO1LB	
54469	-	ZFAND6	
3294	-	HSD17B2	
55787	-	TXLNG	
5475	-	PPEF1	
7462	-	LAT2	
10075	-	HUWE1	
9183	-	ZW10	
79796	-	ALG9	
4606	-	MYBPC2	
50507	-	NOX4	
8310	-	ACOX3	
8898	-	MTMR2	
23645	-	PPP1R15A	
51171	-	HSD17B14	
7205	-	TRIP6	
43	-	ACHE	
2512	-	FTL	
51593	-	SRRT	
581	-	BAX	
51701	-	NLK	
94005	-	PIGS	
9509	-	ADAMTS2	
28983	-	TMPRSS11E	
56970	-	ATXN7L3	
9489	MetaCyc:HS01560-MONOMER	PGS1	
5705	-	PSMC5	
51720	-	UIMC1	
1071	-	CETP	
4313	MetaCyc:HS01565-MONOMER	MMP2	
4504	-	MT3	
54947	-	LPCAT2	
2775	-	GNAO1	
55239	-	OGFOD1	
6452	-	SH3BP2	
8602	-	NOP14	
118	-	ADD1	
79944	-	L2HGDH	
57544	-	TXNDC16	
51637	-	C14orf166	
22795	-	NID2	
64395	-	GMCL1	
10992	-	SF3B2	
57542	-	KLHL42	
2778	-	GNAS	
10059	-	DNM1L	
5744	-	PTHLH	
116154	-	PHACTR3	
51290	-	ERGIC2	
7022	-	TFAP2C	
6790	-	AURKA	
57091	-	CASS4	
8544	-	PIR	
28971	-	AAMDC	
5990	-	RFX2	
339175	-	METTL2A	
6820	-	SULT2B1	
29929	-	ALG6	
4849	-	CNOT3	
51206	-	GP6	
5775	-	PTPN4	
8886	-	DDX18	
8570	-	KHSRP	
2767	-	GNA11	
55616	-	ASAP3	
55741	-	EDEM2	
1789	-	DNMT3B	
28954	-	REM1	
22974	-	TPX2	
81572	-	PDRG1	
2036	-	EPB41L1	
6564	-	SLC15A1	
23348	-	DOCK9	
55608	-	ANKRD10	
23483	-	TGDS	
1795	-	DOCK3	
51161	-	C3orf18	
57017	-	COQ9	
55287	-	TMEM40	
64147	-	KIF9	
79822	-	ARHGAP28	
54675	-	CRLS1	
140850	-	DEFB127	
23368	-	PPP1R13B	
8455	-	ATRN	
54498	MetaCyc:HS01609-MONOMER	SMOX	
6614	-	SIGLEC1	
2280	-	FKBP1A	
55968	-	NSFL1C	
83959	-	SLC4A11	
25943	-	C20orf194	
79175	-	ZNF343	
57593	-	EBF4	
56265	-	CPXM1	
57506	-	MAVS	
9762	-	LZTS3	
2160	-	F11	
22803	-	XRN2	
55857	-	KIZ	
8655	-	DYNLL1	
54997	-	TESC	
27131	-	SNX5	
6128	-	RPL6	
55423	-	SIRPG	
8550	-	MAPKAPK5	
5027	-	P2RX7	
51575	-	ESF1	
10741	-	RBBP9	
51433	-	ANAPC5	
9962	-	SLC23A2	
80024	-	SLC8B1	
29058	-	TMEM230	
55184	-	DZANK1	
84678	-	KDM2B	
26074	-	CFAP61	
64211	-	LHX5	
55617	-	TASP1	
4938	MetaCyc:ENSG00000089127-MONOMER	OAS1	
10985	-	GCN1L1	
6175	-	RPLP0	
5829	-	PXN	
23409	-	SIRT4	
22895	-	RPH3A	
55614	-	KIF16B	
51605	-	TRMT6	
1114	-	CHGB	
5037	-	PEBP1	
6910	-	TBX5	
8315	-	BRAP	
10961	-	ERP29	
4842	MetaCyc:HS01647-MONOMER	NOS1	
2521	-	FUS	
3476	-	IGBP1	
53827	-	FXYD5	
55900	-	ZNF302	
57655	-	GRAMD1A	
5349	-	FXYD3	
9843	-	HEPH	
29965	-	CDIP1	
113540	-	CMTM1	
23415	-	KCNH4	
23193	-	GANAB	
51291	-	GMIP	
55285	-	RBM41	
332	-	BIRC5	
3902	-	LAG3	
8079	-	MLF2	
78990	-	OTUB2	
57062	-	DDX24	
7597	-	ZBTB25	
25977	-	NECAP1	
393	-	ARHGAP4	
170961	-	ANKRD24	
55760	-	DHX32	
23186	-	RCOR1	
55668	-	GPATCH2L	
8425	-	LTBP4	
645	-	BLVRB	
6548	-	SLC9A1	
10558	MetaCyc:HS01673-MONOMER	SPTLC1	
10914	-	PAPOLA	
8812	-	CCNK	
57060	-	PCBP4	
5996	-	RGS1	
83719	-	YPEL3	
4708	-	NDUFB2	
10726	-	NUDC	
10296	-	MAEA	
3383	-	ICAM1	
29888	-	STRN4	
11213	-	IRAK3	
4069	-	LYZ	
6476	MetaCyc:HS01688-MONOMER	SI	
79594	-	MUL1	
7023	-	TFAP4	
10081	-	PDCD7	
51324	-	SPG21	
26998	-	FETUB	
51726	-	DNAJB11	
55214	-	P3H2	
7066	-	THPO	
8646	-	CHRD	
2323	-	FLT3LG	
9727	-	RAB11FIP3	
84572	-	GNPTG	
10795	-	ZNF268	
2802	-	GOLGA3	
8761	-	PABPC4	
30835	-	CD209	
79603	-	CERS4	
57192	-	MCOLN1	
84196	-	USP48	
1947	-	EFNB1	
55066	-	PDPR	
16	-	AARS	
2734	-	GLG1	
24137	-	KIF4A	
27327	-	TNRC6A	
64857	-	PLEKHG2	
10683	-	DLL3	
57106	-	NAT14	
57605	-	PITPNM2	
55763	-	EXOC1	
54439	-	RBM27	
5459	-	POU4F3	
114882	-	OSBPL8	
113878	-	DTX2	
58484	-	NLRC4	
54517	-	PUS7	
22798	-	LAMB4	
4897	-	NRCAM	
3912	-	LAMB1	
5172	-	SLC26A4	
1811	-	SLC26A3	
1738	MetaCyc:HS01727-MONOMER	DLD	
23335	-	WDR7	
9352	-	TXNL1	
3568	-	IL5RA	
368	-	ABCC6	
54918	-	CMTM6	
3655	-	ITGA6	
11069	-	RAPGEF4	
51776	-	ZAK	
23676	-	SMPX	
2271	MetaCyc:ENSG00000091483-MONOMER	FH	
23231	-	SEL1L3	
7018	-	TF	
55573	-	CDV3	
51168	-	MYO15A	
54890	-	ALKBH5	
350	-	APOH	
22861	-	NLRP1	
83394	-	PITPNM3	
9552	-	SPAG7	
23594	-	ORC6	
79776	-	ZFHX4	
57084	-	SLC17A6	
1357	-	CPA1	
51530	-	ZC3HC1	
2099	-	ESR1	
26575	-	RGS17	
285	-	ANGPT2	
84336	-	TMEM101	
4345	-	CD200	
1215	-	CMA1	
5720	-	PSME1	
55012	-	PPP2R3C	
54930	-	HAUS4	
84502	-	JPH4	
4625	-	MYH7	
1053	-	CEBPE	
23428	MetaCyc:ENSG00000092068-MONOMER	SLC7A8	
55644	-	OSGEP	
51310	-	SLC22A17	
55072	-	RNF31	
23256	-	SCFD1	
55632	-	G2E3	
25831	-	HECTD1	
3183	-	HNRNPC	
57096	-	RPGRIP1	
11198	-	SUPT16H	
9878	-	TOX4	
8487	-	GEMIN2	
7051	-	TGM1	
26277	-	TINF2	
1618	-	DAZL	
90665	-	TBL1Y	
57556	-	SEMA6A	
54822	-	TRPM7	
7301	-	TYRO3	
79968	-	WDR76	
825	-	CAPN3	
8773	-	SNAP23	
6913	-	TBX15	
26227	MetaCyc:HS01776-MONOMER	PHGDH	
1299	-	COL9A3	
7430	-	EZR	
4637	-	MYL6	
26523	-	AGO1	
27285	-	TEKT2	
63967	-	CLSPN	
117584	-	RFFL	
201294	-	UNC13D	
79157	-	MFSD11	
1808	-	DPYSL2	
7042	-	TGFB2	
55105	-	GPATCH2	
10762	-	NUP50	
8318	-	CDC45	
1312	MetaCyc:HS01791-MONOMER	COMT	
51816	-	CECR1	
55350	-	VNN3	
55862	-	ECHDC1	
9209	-	LRRFIP2	
9117	-	SEC22C	
9942	-	XYLB	
10013	-	HDAC6	
126370	-	OR1I1	
2568	-	GABRP	
3881	-	KRT31	
990	-	CDC6	
139596	-	UPRT	
8697	-	CDC23	
8086	-	AAAS	
23468	-	CBX5	
2327	-	FMO2	
51430	-	SUCO	
4436	-	MSH2	
4214	-	MAP3K1	
1725	MetaCyc:HS01810-MONOMER	DHPS	
29911	-	HOOK2	
120400	-	NXPE1	
372	-	ARCN1	
54566	-	EPB41L4B	
55151	-	TMEM38B	
5711	-	PSMD5	
5742	MetaCyc:HS01815-MONOMER	PTGS1	
23511	-	NUP188	
1384	MetaCyc:HS01816-MONOMER	CRAT	
10044	-	SH2D3C	
54187	MetaCyc:HS01818-MONOMER	NANS	
55357	-	TBC1D2	
25861	-	DFNB31	
5146	-	PDE6C	
55280	-	CWF19L1	
57715	-	SEMA4G	
9044	-	BTAF1	
64376	-	IKZF5	
29760	-	BLNK	
7093	-	TLL2	
1592	-	CYP26A1	
56165	-	TDRD1	
10580	-	SORBS1	
55118	-	CRTAC1	
25805	-	BAMBI	
3589	-	IL11	
53904	-	MYO3A	
51322	-	WAC	
1390	-	CREM	
10101	-	NUBP2	
23430	-	TPSD1	
284422	-	SMIM24	
3096	-	HIVEP1	
54209	-	TREM2	
83795	-	KCNK16	
10321	-	CRISP3	
2289	-	FKBP5	
6732	-	SRPK1	
27154	-	BRPF3	
55168	-	MRPS18A	
5225	-	PGC	
28978	-	TMEM14A	
114327	-	EFHC1	
6222	-	RPS18	
7917	-	BAG6	
7407	-	VARS	
9436	-	NCR2	
3326	-	HSP90AB1	
4295	-	MLN	
988	-	CDC5L	
3710	-	ITPR3	
7738	-	ZNF184	
1832	-	DSP	
23411	-	SIRT1	
3189	-	HNRNPH3	
80173	-	IFT74	
3717	-	JAK2	
3594	-	IL12RB1	
25	-	ABL1	
11332	-	ACOT7	
51100	-	SH3GLB1	
8317	-	CDC7	
84144	-	SYDE2	
5125	-	PCSK5	
6319	-	SCD	
11018	-	TMED1	
3983	-	ABLIM1	
79956	-	ERMP1	
22931	-	RAB18	
8829	-	NRP1	
158160	-	HSD17B7P2	
56952	-	PRTFDC1	
54873	-	PALMD	
23555	-	TSPAN15	
55506	-	H2AFY2	
387680	-	FAM21A	
23031	-	MAST3	
7593	-	MZF1	
79629	-	OCEL1	
4650	-	MYO9B	
9424	-	KCNK6	
57828	-	CATSPERG	
5714	-	PSMD8	
54620	-	FBXL19	
112755	-	STX1B	
80270	-	HSD3B7	
9739	-	SETD1A	
9274	-	BCL7C	
4113	-	MAGEB2	
1943	-	EFNA2	
1153	-	CIRBP	
513	-	ATP5D	
255057	-	C19orf26	
83259; 27328	-	-	
266	-	AMELY	
5616	-	PRKY	
3483	-	IGFALS	
4670	-	HNRNPM	
51257	-	MARCH2	
4713	-	NDUFB7	
9524	-	TECR	
26517	-	TIMM13	
997	-	CDC34	
4507	MetaCyc:HS01913-MONOMER	MTAP	
126353	-	MISP	
283638	-	CEP170B	
5434	-	POLR2E	
5442	-	POLRMT	
610	-	HCN2	
53841	-	CDHR5	
113177	-	IZUMO4	
8045	-	RASSF7	
4616	-	GADD45B	
5064	-	PALM	
8174	-	MADCAM1	
51214	-	IGF2-AS	
2872	-	MKNK2	
421	-	ARVCF	
27037	-	TRMT2A	
5902	-	RANBP1	
29801	-	ZDHHC8	
84861	-	KLHL22	
51586	-	MED15	
3053	-	SERPIND1	
9342	-	SNAP29	
1399	-	CRKL	
8216	-	LZTR1	
4320	-	MMP11	
27443	-	CECR2	
6598	-	SMARCB1	
9127	-	P2RX6	
91319	-	DERL3	
6545	-	SLC7A4	
23786	-	BCL2L13	
100037417	-	DDTL	
100037417; 1652	-	-	
2953	-	GSTT2	
5008	-	OSM	
23523	-	CABIN1	
83874	-	TBC1D10A	
56241	-	SUSD2	
10291	-	SF3A1	
2687	MetaCyc:HS01949-MONOMER	GGT5	
200312	-	RNF215	
23541	-	SEC14L2	
266629	-	SEC14L3	
23384	-	SPECC1L	
23759	-	PPIL2	
51733	-	UPB1	
29799	-	YPEL1	
6634	-	SNRPD3	
23481	-	PES1	
5594	-	MAPK1	
728441; 2678; 91227; 102724197; 92086	-	-	
5625	MetaCyc:HS01958-MONOMER	PRODH	
9647	-	PPM1F	
339665	-	SLC35E4	
8940	-	TOP3B	
1417	-	CRYBB3	
27128	-	CYTH4	
8220	-	DGCR14	
1416	-	CRYBB2P1	
4242	-	MFNG	
29775	-	CARD10	
91355	-	LRP5L	
6576	-	SLC25A1	
157	-	ADRBK2	
50487	-	PLA2G3	
3957	-	LGALS2	
26088	-	GGA1	
7290	-	HIRA	
23616	-	SH3BP1	
23544	-	SEZ6L	
3956	-	LGALS1	
89781	-	HPS4	
113791	-	PIK3IP1	
402055	-	SRRD	
23598	-	PATZ1	
11078	-	TRIOBP	
24144	-	TFIP11	
23464	-	GCAT	
91227	-	GGTLC2	
1414	-	CRYBB1	
129138	-	ANKRD54	
51386	-	EIF3L	
4809	-	NHP2L1	
85377	-	MICALL1	
5435	-	POLR2F	
6663	-	SOX10	
79879	-	CCDC134	
9681	-	DEPDC5	
9463	-	PICK1	
23331	-	TTC28	
23539	-	SLC16A8	
